"TDate","Nat","Name","InOut","ClubFrom","DivFrom","ClubTo","DivTo","Amount"
"01/07","Italie","Lorenzo Minotti","out","Parma","Italy","AC Cesena",NA,"Sporting Director"
"01/07","Italie","Roberto Mussi","out","Parma","Italy",NA,NA,"scout"
"01/07","Italie","Gabriele Pin","out","Parma","Italy","AS Roma",NA,"assistant manager"
"01/07","Croatie","Anthony Seric","out","Parma","Italy","Hellas Verona",NA,"Return from loan"
"09/07","Italie","M.  Castellini","out","Parma","Italy","Sampdoria",NA,"800 k€"
"09/07","Italie","Marco Donadel","out","Parma","Italy","Sampdoria",NA,"Loan"
"16/07","Italie","Simone Barone","out","Parma","Italy","Palermo",NA,""
"30/07","Italie","Matteo Ferrari","out","Parma","Italy","AS Roma",NA,""
"31/08","Slovénie","Zlatko Dedic","out","Parma","Italy","Empoli",NA,"Loan"
"13/12","Italie","Silvio Baldini","out","Parma","Italy",NA,NA,"manager"
"21/12","Italie","Arrigo Sacchi","out","Parma","Italy","Real Madrid","Spain","Technical Director"
"31/12","Italie","M.  Maccarone","out","Parma","Italy","Middlesbrough","England","Return from loan"
"01/01","Roumanie","Ianis Zicu","out","Parma","Italy","Inter B",NA,"Return from loan"
"20/01","Italie","Gianluca Berti","out","Parma","Italy","Torino",NA,""
"29/01","Italie","A.  Rosina","out","Parma","Italy","Hellas Verona",NA,"Loan"
"31/01","Italie","A.  Budel","out","Parma","Italy","Cagliari",NA,""
"31/01","Italie","Gaetano Grieco","out","Parma","Italy","Foggia",NA,"Loan"
"31/01","Italie","A.  Potenza","out","Parma","Italy","Chievo",NA,"Loan"
"01/02","Italie","Daniele Degano","out","Parma","Italy","Piacenza",NA,""
"15/06","Italie","Walter Mazzarri","in","Livorno",NA,"Reggina","Italy","manager"
"01/07","Italie","Iacopo Balestri","in","Modena",NA,"Reggina","Italy",""
"01/07","Italie","Juri Cannarsa","in","Livorno",NA,"Reggina","Italy",""
"01/07","Italie","Gaetano De Rosa","in","Bari",NA,"Reggina","Italy",""
"01/07","Italie","Massimo Ganci","in","Treviso",NA,"Reggina","Italy",""
"01/07","Italie","Giacomo Mazzi","in","Lodigiani",NA,"Reggina","Italy",""
"01/07","Italie","S.  Missiroli","in","SPAL",NA,"Reggina","Italy",""
"01/07","Italie","Nicola Pavarini","in","Livorno",NA,"Reggina","Italy",""
"01/07","Italie","Felice Piccolo","in","Como",NA,"Reggina","Italy",""
"01/07","Argentine","Ricardo Verón","in","Salernitana",NA,"Reggina","Italy","Return from loan"
"01/07","Italie","Marco Zamboni","in","Napoli",NA,"Reggina","Italy",""
"01/07","Ouzbékistan","Ilyas Zeytulaev","in","Juventus B",NA,"Reggina","Italy",""
"05/07","Italie","Davide Dionigi","in","Napoli",NA,"Reggina","Italy",""
"09/07","Italie","Marco Borriello","in","AC Milan",NA,"Reggina","Italy","Loan"
"15/07","Portugal","Ricardo Esteves","in","Paços","Portugal","Reggina","Italy",""
"23/08","Italie","S.  Soviero","in","Venezia",NA,"Reggina","Italy","Loan"
"25/08","Italie","G.  Colucci","in","Brescia",NA,"Reggina","Italy","Loan"
"01/01","Russie","V.  Budyanskiy","in","Juventus",NA,"Reggina","Italy",""
"22/05","Italie","G.  Camolese","out","Reggina","Italy","Vicenza",NA,"manager"
"11/06","Italie","Francesco Cozza","out","Reggina","Italy","Genoa",NA,""
"01/07","Italie","Davide Baiocco","out","Reggina","Italy","Perugia",NA,"Loan"
"01/07","Italie","E.  Belardi","out","Reggina","Italy","Napoli",NA,"Loan"
"01/07","Italie","G.  Comotto","out","Reggina","Italy","Torino",NA,""
"01/07","Italie","F.  Coppola","out","Reggina","Italy","Ascoli",NA,"Return from loan"
"01/07","Italie","S.  Dall'Acqua","out","Reggina","Italy","Treviso",NA,""
"01/07","Italie","D.  Di Michele","out","Reggina","Italy","Udinese",NA,"Return from loan"
"01/07","Italie","S.  Giacchetta","out","Reggina","Italy","Torino",NA,"Free"
"01/07","Italie","Andrea Sottil","out","Reggina","Italy","Genoa",NA,""
"01/07","Italie","R.  Stellone","out","Reggina","Italy","Genoa",NA,""
"01/07","Italie","Stefano Torrisi","out","Reggina","Italy","Bologna",NA,""
"07/07","Italie","G.  Falsini","out","Reggina","Italy","Siena",NA,""
"14/07","République tchèque","Martin Jiránek","out","Reggina","Italy","Spartak","Russia","3.3 M€"
"01/01","Italie","G.  Morabito","out","Reggina","Italy","Catanzaro",NA,"Loan"
"01/01","Argentine","Ricardo Verón","out","Reggina","Italy","Lanus","Argentina","Loan"
"04/01","Italie","Davide Dionigi","out","Reggina","Italy","Bari",NA,""
"28/01","Italie","Massimo Ganci","out","Reggina","Italy","Piacenza",NA,""
"18/05","Italie","Max Tonetto","in","Lecce",NA,"Sampdoria","Italy",""
"01/06","Italie","Simone Pavan","in","Modena",NA,"Sampdoria","Italy","Free"
"06/06","Italie","Marco Pisano","in","Brescia",NA,"Sampdoria","Italy","Free"
"17/06","Bélarus","Vitali Kutuzov","in","AC Milan",NA,"Sampdoria","Italy","1.5 M€"
"01/07","Italie","Ivan Artipoli","in","Pescara",NA,"Sampdoria","Italy",""
"01/07","Ghana","Mark Edusei","in","Piacenza",NA,"Sampdoria","Italy",""
"01/07","Italie","V.  Iacopino","in","Lucchese",NA,"Sampdoria","Italy",""
"01/07","Italie","Daniele Padelli","in","Como U-20",NA,"Sampdoria","Italy",""
"01/07","Italie","Fabio Paratici","in","Juventus",NA,"Sampdoria","Italy","membre du staff"
"09/07","Italie","M.  Castellini","in","Parma",NA,"Sampdoria","Italy","800 k€"
"09/07","Italie","Marco Donadel","in","Parma",NA,"Sampdoria","Italy","Loan"
"09/08","Italie","Fausto Rossini","in","Bologna",NA,"Sampdoria","Italy",""
"01/01","Italie","A.  Gasbarroni","in","Palermo",NA,"Sampdoria","Italy",""
"10/01","Italie","Simone Inzaghi","in","Lazio",NA,"Sampdoria","Italy","Loan"
"29/06","Japon","A.  Yanagisawa","out","Sampdoria","Italy","Messina",NA,""
"01/07","Italie","Luca Antonini","out","Sampdoria","Italy","Modena",NA,""
"01/07","Italie","S.  Bettarini","out","Sampdoria","Italy","Parma",NA,""
"01/07","Italie","G.  Cipriani","out","Sampdoria","Italy","Bologna",NA,"Return from loan"
"01/07","Italie","Floro Flores","out","Sampdoria","Italy","Perugia",NA,"Free"
"01/07","Cameroun","Job Ivock","out","Sampdoria","Italy","Pescara",NA,"Loan"
"01/07","Italie","Fausto Pari","out","Sampdoria","Italy","Bari",NA,"scout"
"01/07","Serbie","Nenad Sakic","out","Sampdoria","Italy","Napredak","Serbia",""
"01/07","Italie","F.  Valtolina","out","Sampdoria","Italy","Pro Patria",NA,""
"01/07","Serbie","B.  Zivkovic","out","Sampdoria","Italy","Obilic Belgrade","Serbia",""
"08/07","Italie","Massimo Donati","out","Sampdoria","Italy","Messina",NA,"Loan"
"09/07","Italie","Mirko Conte","out","Sampdoria","Italy","Messina",NA,"Free"
"01/01","Italie","Fabio Bazzani","out","Sampdoria","Italy","Lazio",NA,""
"28/01","Italie","Biagio Pagano","out","Sampdoria","Italy","Atalanta",NA,""
"31/01","Italie","Marco Donadel","out","Sampdoria","Italy","Fiorentina",NA,""
"08/06","Italie","Matteo Serafini","in","Arezzo",NA,"Siena","Italy",""
"01/07","Italie","A.  Camorani","in","Fiorentina",NA,"Siena","Italy",""
"01/07","Italie","D.  Di Donato","in","Palermo",NA,"Siena","Italy",""
"01/07","Italie","R.  Di Fusco","in","Cavese",NA,"Siena","Italy","goalkeeping coach"
"01/07","Italie","Paolo Foglio","in","Genoa",NA,"Siena","Italy","Return from loan"
"01/07","Autriche","Alex Manninger","in","Bologna",NA,"Siena","Italy","Loan"
"01/07","Italie","F.  Mariani","in","Napoli",NA,"Siena","Italy","assistant manager"
"01/07","Italie","Davide Nicola","in","Ternana",NA,"Siena","Italy",""
"01/07","Italie","Fulvio Pea","in","Napoli",NA,"Siena","Italy","assistant manager"
"01/07","Italie","D.  Portanova","in","Napoli",NA,"Siena","Italy",""
"01/07","Italie","Luigi Simoni","in","Napoli",NA,"Siena","Italy","manager"
"01/07","Italie","A.  Zancopé","in","Modena",NA,"Siena","Italy",""
"07/07","Italie","G.  Falsini","in","Reggina",NA,"Siena","Italy",""
"08/07","Suisse","D.  Chiumiento","in","Juventus B",NA,"Siena","Italy",""
"08/07","Italie","F.  Colonnese","in","Perugia",NA,"Siena","Italy",""
"08/07","Italie","M.  Graffiedi","in","Fiorentina",NA,"Siena","Italy",""
"25/08","Italie","M.  Carparelli","in","Como",NA,"Siena","Italy","Loan"
"26/08","Italie","Fabio Pecchia","in","Bologna",NA,"Siena","Italy","Loan"
"01/01","Italie","Francesco Cozza","in","Genoa",NA,"Siena","Italy",""
"01/01","Argentine","Roberto Nanni","in","Almería","Spain","Siena","Italy",""
"03/01","Italie","M.  Maccarone","in","Middlesbrough","England","Siena","Italy","Loan"
"10/01","Italie","Luigi De Canio","in",NA,NA,"Siena","Italy","manager"
"14/01","Italie","G.  Pasquale","in","Inter Milan",NA,"Siena","Italy","Loan"
"27/01","Croatie","Igor Tudor","in","Juventus",NA,"Siena","Italy","Loan"
"31/01","Brésil","Alberto","in","Udinese",NA,"Siena","Italy",""
"31/01","Roumanie","Alin Stoica","in",NA,NA,"Siena","Italy","Free"
"01/07","Côte d'Ivoire","G.  Akassou","out","Siena","Italy","Prato",NA,""
"01/07","Italie","A.  Cucciari","out","Siena","Italy","Messina",NA,""
"01/07","Argentine","Leandro Cufre","out","Siena","Italy","AS Roma",NA,"Return from loan"
"01/07","Uruguay","Gianni Guigou","out","Siena","Italy","Fiorentina",NA,""
"01/07","Brésil","De Sousa Juarez","out","Siena","Italy","Bologna",NA,"Return from loan"
"01/07","Brésil","Júnior","out","Siena","Italy","São Paulo","Brazil",""
"01/07","Serbie","Nikola Lazetic","out","Siena","Italy","Genoa",NA,""
"01/07","Grèce","K.  Loumpoutis","out","Siena","Italy","Perugia",NA,""
"01/07","Italie","G.  Negretti","out","Siena","Italy","Piacenza",NA,"goalkeeping coach"
"01/07","Italie","G.  Papadopulo","out","Siena","Italy","Lazio",NA,"manager"
"01/07","Brésil","Roque Júnior","out","Siena","Italy","Bayer","Germany","Free"
"01/07","Italie","Generoso Rossi","out","Siena","Italy","Palermo",NA,""
"01/07","Italie","Nicola Ventola","out","Siena","Italy","Inter Milan",NA,"Return from loan"
"01/01","Italie","M.  Carparelli","out","Siena","Italy","Genoa",NA,"Free"
"10/01","Italie","Luigi Simoni","out","Siena","Italy",NA,NA,"manager"
"12/01","Italie","M.  Graffiedi","out","Siena","Italy","Modena",NA,""
"20/01","Brésil","Fernando","out","Siena","Italy","Catania",NA,"Loan"
"21/01","Italie","Matteo Serafini","out","Siena","Italy","Catania",NA,""
"01/03","Roumanie","Alin Stoica","out","Siena","Italy","Progresul","Romania","Free"
"01/07","Italie","A.  Bonaiuti","in",NA,NA,"Udinese","Italy","goalkeeping coach"
"01/07","Paraguay","J. R.  Devaca","in","Cerro P","Paraguay","Udinese","Italy",""
"01/07","Italie","D.  Di Michele","in","Reggina",NA,"Udinese","Italy","Return from loan"
"01/07","Slovénie","S.  Handanovic","in","Domzale","Slovenia","Udinese","Italy","40 k€"
"01/07","Espagne","Luis Helguera","in","Ancona",NA,"Udinese","Italy","Return from loan"
"01/07","République tchèque","David Limbersky","in","Modena",NA,"Udinese","Italy","Free"
"01/07","Italie","Stefano Mauri","in","Brescia",NA,"Udinese","Italy",""
"01/07","Argentine","F.  Tissone","in","Lanus","Argentina","Udinese","Italy",""
"31/08","Italie","Manuel Belleri","in","Empoli",NA,"Udinese","Italy",""
"31/08","Brésil","Cribari","in","Empoli",NA,"Udinese","Italy",""
"31/08","Italie","A.  Di Natale","in","Empoli",NA,"Udinese","Italy",""
"31/01","Brésil","Gustavo","in","JMalucelli","Brazil","Udinese","Italy",""
"31/01","Italie","Damiano Zenoni","in","Atalanta",NA,"Udinese","Italy","Loan"
"17/06","Belgique","Olivier Renard","out","Udinese","Italy","Modena",NA,"Loan"
"01/07","Espagne","Toni Bernal","out","Udinese","Italy","Lorca","Spain",""
"01/07","Argentine","L.  Castromán","out","Udinese","Italy","Velez Sarsfield","Argentina",""
"01/07","Paraguay","Diego Gavilán","out","Udinese","Italy","Internacional","Brazil",""
"01/07","Ghana","Asamoah Gyan","out","Udinese","Italy","Modena",NA,"Loan"
"01/07","Allemagne","Carsten Jancker","out","Udinese","Italy","Kaiserslautern","Germany","Free"
"01/07","Italie","A.  Pierini","out","Udinese","Italy","Racing","Spain",""
"01/07","Italie","Fabio Rossitto","out","Udinese","Italy","Beerschot","Belgium",""
"01/08","Brésil","Toledo","out","Udinese","Italy","Napoli",NA,"Loan"
"30/08","Danemark","M.  Jorgensen","out","Udinese","Italy","Fiorentina",NA,""
"01/01","Paraguay","J. R.  Devaca","out","Udinese","Italy","Libertad","Paraguay",""
"01/01","République tchèque","David Limbersky","out","Udinese","Italy","Tottenham","England","Loan"
"31/01","Brésil","Alberto","out","Udinese","Italy","Siena",NA,""
"02/06","Brésil","André Luiz","in","Fluminense","Brazil","AC Ajaccio","France",""
"03/06","Brésil","Marcelinho Carioca","in","Vasco","Brazil","AC Ajaccio","France",""
"05/06","Brésil","M.  de Faria","in","San Luis","Mexico","AC Ajaccio","France",""
"19/06","Portugal","Gaspar","in","Gil Vicente","Portugal","AC Ajaccio","France",""
"22/07","France","Cyril Chapuis","in","Strasbourg",NA,"AC Ajaccio","France","Loan"
"05/08","Brésil","Lucas Pereira","in","Portuguesa","Brazil","AC Ajaccio","France",""
"24/08","France","S.  Porato","in","Monaco",NA,"AC Ajaccio","France","Free"
"27/08","Serbie","Nenad Dzodic","in","Montpellier",NA,"AC Ajaccio","France",""
"01/10","France","J.  Pasqualetti","in","EF Bastia",NA,"AC Ajaccio","France","assistant manager"
"26/10","France","Rolland Courbis","in","Spartak Vladikavkaz","Russia","AC Ajaccio","France","manager"
"11/01","France","Nicolas Bonnal","in",NA,NA,"AC Ajaccio","France","Free"
"11/01","Guadeloupe","O.  Fauconnier","in","Angers",NA,"AC Ajaccio","France","Loan"
"11/01","France","Laurent Merlin","in","Marseille B",NA,"AC Ajaccio","France",""
"29/05","Maroc","Walid Regragui","out","AC Ajaccio","France","Racing","Spain","Free"
"10/06","France","F.  Danjou","out","AC Ajaccio","France","Caen",NA,""
"01/07","France","Nicolas Bonnal","out","AC Ajaccio","France","Lille",NA,"Return from loan"
"01/07","France","B.  Diomède","out","AC Ajaccio","France",NA,NA,""
"01/07","France","Cyril Granon","out","AC Ajaccio","France","Racing Ferrol","Spain",""
"01/07","France","G.  Lacombe","out","AC Ajaccio","France","Monaco",NA,"Return from loan"
"01/07","France","Patrice Loko","out","AC Ajaccio","France","Vertou",NA,""
"01/07","Serbie","M.  Martinovic","out","AC Ajaccio","France","RAD Belgrade","Serbia",""
"01/07","France","S.  Maurel","out","AC Ajaccio","France","Estoril","Portugal",""
"01/07","Serbie","D.  Mitrovic","out","AC Ajaccio","France","RAD Belgrade","Serbia","Return from loan"
"01/07","France","L.  Moracchini","out","AC Ajaccio","France","Nancy",NA,""
"01/07","France","Hervé Sekli","out","AC Ajaccio","France","Gazélec",NA,""
"01/07","Brésil","Tiago Henrique","out","AC Ajaccio","France",NA,NA,""
"06/07","France","S.  Grégoire","out","AC Ajaccio","France","Dijon",NA,""
"14/07","Mali","M.  Bagayoko","out","AC Ajaccio","France","Nantes",NA,""
"31/07","France","Grégory Ursule","out","AC Ajaccio","France","Rodez",NA,""
"06/08","Côte d'Ivoire","L.  Diabaté","out","AC Ajaccio","France","Saint-Trond","Belgium","Free"
"21/09","France","D.  Bijotat","out","AC Ajaccio","France",NA,NA,"manager"
"01/01","France","C.  Destruhaut","out","AC Ajaccio","France","Le Havre",NA,""
"01/01","Brésil","Marcelinho Carioca","out","AC Ajaccio","France","Brasiliense","Brazil",""
"24/05","Belgique","Luigi Pieroni","in","Mouscron","Belgium","Auxerre","France","1.5 M€"
"01/07","République tchèque","René Bolf","in","Banik","Czech Republic","Auxerre","France","1 M€"
"01/07","France","Younes Kaboul","in",NA,NA,"Auxerre","France",""
"01/07","France","Vandenbossche","in","Châteauroux",NA,"Auxerre","France","Return from loan"
"15/07","France","Benoît Cheyrou","in","Lille",NA,"Auxerre","France",""
"27/05","France","Pantxi Sirieix","out","Auxerre","France","Toulouse FC",NA,"Free"
"17/06","France","Philippe Mexès","out","Auxerre","France","AS Roma","Italy",""
"01/07","France","J.-A. Boumsong","out","Auxerre","France","Rangers","Scotland","Free"
"01/07","France","Djibril Cissé","out","Auxerre","France","Liverpool","England","20 M€"
"01/07","France","Alain Fiard","out","Auxerre","France","Raja","Morocco","assistant manager"
"01/07","France","Olivier Kapo","out","Auxerre","France","Juventus","Italy","Free"
"19/07","France","Pierre Deblock","out","Auxerre","France","Laval",NA,"Free"
"23/07","Cameroun","Perrier Doumbé","out","Auxerre","France","Rennes",NA,""
"15/06","France","Eric Durand","in","Rennes",NA,"Bastia","France","goalkeeping coach"
"16/06","Mali","Djibril Sidibé","in","Châteauroux",NA,"Bastia","France",""
"24/06","France","Tony Vairelles","in","Rennes",NA,"Bastia","France",""
"29/06","France","P.-Y. André","in","Guingamp",NA,"Bastia","France",""
"01/07","France","F.  Ghisolfi","in",NA,NA,"Bastia","France",""
"01/07","France","Fabrice Jau","in","ASSE",NA,"Bastia","France","Return from loan"
"05/07","France","David Sauget","in","Besançon",NA,"Bastia","France",""
"30/07","Norvège","B. T.  Kvarme","in","R. Sociedad","Spain","Bastia","France",""
"14/08","France","Romain Rocchi","in","Paris S-G",NA,"Bastia","France","Loan"
"17/01","Algérie","A.  Cherrad","in",NA,NA,"Bastia","France",""
"22/01","Suisse","Bernt Haas","in","WBA","England","Bastia","France","Free"
"24/01","France","Stéphane Ziani","in","Servette","Switzerland","Bastia","France","Free"
"30/01","France","C.  Karembeu","in","Servette","Switzerland","Bastia","France","Free"
"11/06","France","C.  Galtier","out","Bastia","France","Al Ain","United Arab Emirates","assistant manager"
"11/06","France","Gérard Gili","out","Bastia","France",NA,NA,"manager"
"22/06","France","F.  Mendy","out","Bastia","France","Montpellier",NA,""
"28/06","Brésil","Vitorino Hilton","out","Bastia","France","Lens",NA,"Free"
"01/07","France","Gilles Bourges","out","Bastia","France","Portsmouth","England","goalkeeping coach"
"01/07","France","Benoît Cauet","out","Bastia","France","CSKA Sofia","Bulgaria","Free"
"01/07","France","Philippe Delaye","out","Bastia","France",NA,NA,"Free"
"01/07","France","Alou Diarra","out","Bastia","France","Lens",NA,"Loan"
"01/07","France","Georges Gacon","out","Bastia","France","Marseille",NA,"fitness coach"
"01/07","France","J.  Gourvennec","out","Bastia","France","Angers",NA,""
"01/07","France","Angelo Hugues","out","Bastia","France","Lunel",NA,"Free"
"01/07","France","Florian Maurice","out","Bastia","France","Istres",NA,"Free"
"01/07","Nigeria","B.  Ogbeche","out","Bastia","France","Paris S-G",NA,"Return from loan"
"01/07","France","J.  Pasqualetti","out","Bastia","France","EF Bastia",NA,"assistant manager"
"01/07","Guinée","Morlaye Soumah","out","Bastia","France",NA,NA,""
"01/07","France","J.  Téhoué","out","Bastia","France","APOEL","Cyprus",""
"04/01","Norvège","B. T.  Kvarme","out","Bastia","France","Rosenborg","Norway",""
"20/01","Etats-Unis","Greg Vanney","out","Bastia","France","FC Dallas","United States",""
"13/04","France","F.  Ciccolini","out","Bastia","France",NA,NA,"manager"
"24/05","France","L.  Laslandes","in","Nice",NA,"Bordeaux","France",""
"03/06","France","Julien Faubert","in","Cannes",NA,"Bordeaux","France","Free"
"09/06","France","Renaud Cohade","in","Nîmes",NA,"Bordeaux","France","Free"
"18/06","Brésil","Thiago Ribeiro","in","RBEC","Brazil","Bordeaux","France",""
"01/07","France","Hervé Bugnet","in","Le Havre",NA,"Bordeaux","France","Return from loan"
"01/07","France","Camel Meriem","in","Marseille",NA,"Bordeaux","France","Return from loan"
"26/07","Grèce","Michalis Kapsis","in","AEK Athens","Greece","Bordeaux","France","500 k€"
"28/07","France","Cyril Rool","in","Lens",NA,"Bordeaux","France","Free"
"30/08","Nigeria","Kalu Uche","in","Wisla Krakow","Poland","Bordeaux","France","Loan"
"16/05","France","Eric Bedouet","in","Laval",NA,"Bordeaux","France","manager"
"02/05","Brésil","Deivid","out","Bordeaux","France","Santos","Brazil","Loan"
