"TDate","Nat","Name","InOut","ClubFrom","DivFrom","ClubTo","DivTo","Amount"
"31/01","France","G.-K. N'Koudou","out","Tottenham","England","Monaco","France","Loan"
"13/06","Angleterre","Darren Sarll","in","Stevenage",NA,"Watford","England","Head of Youth Development"
"01/07","Suède","Pontus Dahlberg","in","IFK Göteborg","Sweden","Watford","England","3.9 M€"
"01/07","Côte d'Ivoire","Dja Djédjé","in","Lens","France","Watford","England","Return from loan"
"01/07","Guadeloupe","D.  Foulquier","in","Strasbourg","France","Watford","England","Return from loan"
"01/07","Espagne","Marc Navarro","in","Espanyol","Spain","Watford","England","2 M€"
"01/07","Belgique","Obbi Oularé","in","Anvers","Belgium","Watford","England","Return from loan"
"01/07","Venezuela","A.  Peñaranda","in","Málaga","Spain","Watford","England","Return from loan"
"01/07","Nigeria","Isaac Success","in","Málaga","Spain","Watford","England","Return from loan"
"01/07","Angleterre","Ben Wilmot","in","Stevenage",NA,"Watford","England","2 M€"
"02/07","Italie","Adam Masina","in","Bologna","Italy","Watford","England","5 M€"
"04/07","Suède","Ken Sema","in","Ostersunds","Sweden","Watford","England","2.3 M€"
"05/07","Angleterre","Ben Foster","in","WBA",NA,"Watford","England","4.5 M€"
"06/08","Turquie","Ömer Riza","in",NA,NA,"Watford","England","youth coach"
"09/08","Portugal","Domingos Quina","in","West Ham B",NA,"Watford","England",""
"30/06","Mali","Molla Wagué","out","Watford","England","Udinese","Italy","Return from loan"
"01/07","Pérou","André Carrillo","out","Watford","England","Benfica","Portugal","Return from loan"
"01/07","Grèce","O.  Karnezis","out","Watford","England","Udinese","Italy","Return from loan"
"01/07","Gabon","Didier Ndong","out","Watford","England","Sunderland",NA,"Return from loan"
"04/07","Argentine","Mauro Zárate","out","Watford","England","Boca Juniors","Argentina",""
"16/07","Maroc","Nordin Amrabat","out","Watford","England","Al Nassr","Saudi Arabia","8.5 M€"
"22/07","Belgique","Dodi Lukebakio","out","Watford","England","Düsseldorf","Germany","Loan"
"24/07","Brésil","Richarlison","out","Watford","England","Everton",NA,"45 M€"
"25/07","Irlande","Tommie Hoban","out","Watford","England","Aberdeen","Scotland","Loan"
"25/07","Angleterre","Jerome Sinclair","out","Watford","England","Sunderland",NA,"Loan"
"08/08","Autriche","Daniel Bachmann","out","Watford","England","Kilmarnock","Scotland","Loan"
"19/08","Côte d'Ivoire","Dja Djédjé","out","Watford","England","Ankaragücü","Turkey",""
"23/08","Guadeloupe","D.  Foulquier","out","Watford","England","Getafe","Spain","Loan"
"23/08","Belgique","Obbi Oularé","out","Watford","England","Standard","Belgium","3 M€"
"21/12","France","Younes Kaboul","out","Watford","England",NA,NA,""
"08/01","Italie","Stefano Okaka","out","Watford","England","Udinese","Italy","Loan"
"10/01","Pays-Bas","M.  Zeegelaar","out","Watford","England","Udinese","Italy","Loan"
"31/01","Angleterre","Ben Wilmot","out","Watford","England","Udinese","Italy","Loan"
"14/02","Angleterre","Darren Sarll","out","Watford","England",NA,NA,"Head of Youth Development"
"22/05","Chili","M.  Pellegrini","in",NA,NA,"West Ham","England","manager"
"23/05","Argentine","R.  Cousillas","in","Hebei CF","China","West Ham","England","assistant manager"
"31/05","Angleterre","Reece Oxford","in","M'gladbach","Germany","West Ham","England","Return from loan"
"05/06","Angleterre","Ryan Fredericks","in","Fulham",NA,"West Ham","England","Free"
"13/06","Argentine","A. M.  Husillos","in","Málaga","Spain","West Ham","England","Sporting Director"
"19/06","France","Issa Diop","in","Toulouse FC","France","West Ham","England","25 M€"
"20/06","Pologne","L.  Fabianski","in","Swansea","Wales","West Ham","England","8 M€"
"30/06","Italie","Enzo Maresca","in","Sevilla FC","Spain","West Ham","England","assistant manager"
"30/06","Espagne","Xabi Valero","in","Hebei CF","China","West Ham","England","goalkeeping coach"
"01/07","Ecosse","R.  Snodgrass","in","Aston Villa",NA,"West Ham","England","Return from loan"
"09/07","Angleterre","Jack Wilshere","in","Arsenal",NA,"West Ham","England","Free"
"11/07","Ukraine","A.  Yarmolenko","in","Dortmund","Germany","West Ham","England","20 M€"
"14/07","Paraguay","F.  Balbuena","in","Corinthians","Brazil","West Ham","England","4 M€"
"16/07","Brésil","Felipe Anderson","in","Lazio","Italy","West Ham","England","40 M€"
"09/08","Espagne","Lucas Pérez","in","Arsenal",NA,"West Ham","England","4.5 M€"
"09/08","Colombie","Carlos Sánchez","in","Fiorentina","Italy","West Ham","England","4.5 M€"
"31/12","France","Samir Nasri","in",NA,NA,"West Ham","England","Free"
"16/05","Ecosse","Alan Irvine","out","West Ham","England",NA,NA,"assistant manager"
"16/05","Ecosse","Billy McKinlay","out","West Ham","England",NA,NA,"assistant manager"
"16/05","Ecosse","David Moyes","out","West Ham","England",NA,NA,"manager"
"16/05","Angleterre","Stuart Pearce","out","West Ham","England",NA,NA,"assistant manager"
"24/05","Angleterre","Chris Woods","out","West Ham","England",NA,NA,"goalkeeping coach"
"01/07","Pays de Galles","James Collins","out","West Ham","England",NA,NA,""
"01/07","France","Patrice Evra","out","West Ham","England",NA,NA,""
"01/07","Angleterre","Joe Hart","out","West Ham","England","Man City",NA,"Return from loan"
"01/07","Portugal","Joao Mario","out","West Ham","England","Inter Milan","Italy","Return from loan"
"10/07","Angleterre","Reece Burke","out","West Ham","England","Hull City",NA,""
"01/08","Sénégal","C.  Kouyaté","out","West Ham","England","Crystal Palace",NA,"10.7 M€"
"08/08","Angleterre","Jordan Hugill","out","West Ham","England","Middlesbrough",NA,"Loan"
"10/08","Angleterre","Sam Byram","out","West Ham","England","Nottingham",NA,"Loan"
"13/08","Suisse","E.  Fernandes","out","West Ham","England","Fiorentina","Italy","Loan"
"31/01","Angleterre","Reece Oxford","out","West Ham","England","Augsburg","Germany","Loan"
"31/05","Angleterre","Ben Stevenson","in","Colchester",NA,"Wolverhampton","England","Return from loan"
"01/06","Angleterre","Aaron Simpson","in","Kilmarnock","Scotland","Wolverhampton","England","Return from loan"
"01/06","Pologne","Michal Zyro","in","Charlton",NA,"Wolverhampton","England","Return from loan"
"18/06","Portugal","Rui Patricio","in",NA,NA,"Wolverhampton","England","18 M€"
"29/06","Ecosse","Ian Cathro","in",NA,NA,"Wolverhampton","England","assistant manager"
"01/07","France","Willy Boly","in","FC Porto","Portugal","Wolverhampton","England","13 M€"
"01/07","Pays-Bas","Paul Gladon","in","Heracles","Netherlands","Wolverhampton","England","Return from loan"
"01/07","Mexique","Raúl Jiménez","in","Benfica","Portugal","Wolverhampton","England","Loan"
"12/07","Irlande","Joe Mason","in","Colorado","United States","Wolverhampton","England","Return from loan"
"24/07","Portugal","João Moutinho","in","Monaco","France","Wolverhampton","England","5.6 M€"
"25/07","Espagne","Joni","in","Atlético","Spain","Wolverhampton","England","20.6 M€"
"08/08","Espagne","Adama Traoré","in","Middlesbrough",NA,"Wolverhampton","England","24.5 M€"
"09/08","Belgique","L.  Dendoncker","in","Anderlecht","Belgium","Wolverhampton","England","13.5 M€"
"02/01","Nigeria","B.  Enobakhare","in","Kilmarnock","Scotland","Wolverhampton","England","Return from loan"
"02/01","Irlande","Joe Mason","in","Portsmouth",NA,"Wolverhampton","England","Return from loan"
"18/01","Angleterre","Edward Francis","in","Almere City","Netherlands","Wolverhampton","England",""
"19/01","Angleterre","Ben Stevenson","in","Jumilla","Spain","Wolverhampton","England","Return from loan"
"28/01","Angleterre","Danny Batth","in","Middlesbrough",NA,"Wolverhampton","England","Return from loan"
"29/04","Angleterre","Jordan Graham","in","Oxford",NA,"Wolverhampton","England","Return from loan"
"09/05","Nigeria","B.  Enobakhare","in","Coventry",NA,"Wolverhampton","England","Return from loan"
"02/05","Pays de Galles","Samuel Ricketts","out","Wolverhampton","England","Wrexham","Wales","youth coach"
"31/05","RD Congo","Benik Afobe","out","Wolverhampton","England","Bournemouth",NA,"Return from loan"
"12/06","RD Congo","Benik Afobe","out","Wolverhampton","England","Stoke City",NA,"13.5 M€"
"14/06","Haïti","Duckens Nazon","out","Wolverhampton","England","Saint-Trond","Belgium",""
"30/06","France","Willy Boly","out","Wolverhampton","England","FC Porto","Portugal","Return from loan"
"30/06","Sénégal","Alfred N'Diaye","out","Wolverhampton","England","Villarreal","Spain","Return from loan"
"12/07","Portugal","R.  Miranda","out","Wolverhampton","England","Olympiacos","Greece",""
"23/07","Espagne","Rafael Mir","out","Wolverhampton","England","Las Palmas","Spain","Loan"
"28/07","Ecosse","Barry Douglas","out","Wolverhampton","England","Leeds",NA,"3.4 M€"
"23/08","Angleterre","Aaron Simpson","out","Wolverhampton","England","Jumilla","Spain","Loan"
"28/08","Angleterre","Jordan Graham","out","Wolverhampton","England","Ipswich",NA,"Loan"
"30/08","Angleterre","Ben Stevenson","out","Wolverhampton","England","Jumilla","Spain","Loan"
"31/08","Angleterre","Danny Batth","out","Wolverhampton","England","Middlesbrough",NA,"Loan"
"31/08","Nigeria","B.  Enobakhare","out","Wolverhampton","England","Kilmarnock","Scotland","Loan"
"31/08","Pays-Bas","Paul Gladon","out","Wolverhampton","England","Saint-Trond","Belgium","Loan"
"31/08","Irlande","Joe Mason","out","Wolverhampton","England","Portsmouth",NA,"Loan"
"31/08","Ghana","Phil Ofosu-Ayeh","out","Wolverhampton","England","Hansa","Germany","Loan"
"31/08","Pologne","Michal Zyro","out","Wolverhampton","England","Pogon","Poland","Loan"
"07/01","Angleterre","Kortney Hause","out","Wolverhampton","England","Aston Villa",NA,"3 M€"
"08/01","Nigeria","B.  Enobakhare","out","Wolverhampton","England","Coventry",NA,"Loan"
"29/01","Angleterre","Danny Batth","out","Wolverhampton","England","Stoke City",NA,"3.5 M€"
"30/01","Angleterre","Ben Stevenson","out","Wolverhampton","England","Colchester",NA,""
"31/01","Brésil","Léo","out","Wolverhampton","England","Nottingham",NA,"Loan"
"01/02","Irlande","Joe Mason","out","Wolverhampton","England",NA,NA,""
"01/07","Espagne","Jony","in","Málaga",NA,"Alavés","Spain","Loan"
"05/07","Espagne","Rubén Sobrino","in","Man City","England","Alavés","Spain","2 M€"
"06/07","Espagne","Ximo","in","Las Palmas",NA,"Alavés","Spain",""
"16/07","Espagne","Borja Baston","in","Swansea","Wales","Alavés","Spain","Loan"
"27/07","Ghana","Patrick Twumasi","in","Astana","Kazakhstan","Alavés","Spain","3 M€"
"09/08","Espagne","Adrián  Marín","in","Villarreal",NA,"Alavés","Spain",""
"12/08","Espagne","Tomás Pina","in","FC Bruges","Belgium","Alavés","Spain","1.5 M€"
"22/08","Argentine","J.  Calleri","in","Maldonado","Uruguay","Alavés","Spain","Loan"
"30/08","Albanie","Eraldo Cinari","in","Istra 1961","Croatia","Alavés","Spain","Return from loan"
"31/08","Serbie","Darko Brasanac","in","Real Betis",NA,"Alavés","Spain","Loan"
"24/01","Japon","Takashi Inui","in","Real Betis",NA,"Alavés","Spain","Loan"
"31/01","Espagne","Álex Blanco","in","Valence B B",NA,"Alavés","Spain","Loan"
"31/01","Uruguay","Diego Rolán","in","Leganés",NA,"Alavés","Spain","Loan"
"05/06","Espagne","Alexis","out","Alavés","Spain",NA,NA,"Free"
"29/06","Venezuela","C.  Santos","out","Alavés","Spain","Depor",NA,"Free"
"01/07","Espagne","Bojan","out","Alavés","Spain","Stoke City","England","Return from loan"
"01/07","Angola","Anderson Cruz","out","Alavés","Spain","Sochaux","France","Loan"
"01/07","Espagne","M.  El Haddadi","out","Alavés","Spain","Barça",NA,"Return from loan"
"01/07","Paraguay","Hernán Pérez","out","Alavés","Spain","Espanyol",NA,"Return from loan"
"01/07","Espagne","Juanan Entrena","out","Alavés","Spain","Omonia","Cyprus",""
"01/07","Espagne","Litri","out","Alavés","Spain","R. Sociedad",NA,"Return from loan"
"01/07","Espagne","Álvaro Medrán","out","Alavés","Spain","Valencia CF",NA,"Return from loan"
"01/07","Espagne","Rafael Paez","out","Alavés","Spain","Sochaux","France","Loan"
"01/07","Espagne","Alfonso Pedraza","out","Alavés","Spain","Villarreal",NA,"Return from loan"
"01/07","Espagne","Tomás Pina","out","Alavés","Spain","FC Bruges","Belgium","Return from loan"
"01/07","Espagne","Rubén Sobrino","out","Alavés","Spain","Man City","England","Return from loan"
"02/07","Espagne","Nando","out","Alavés","Spain","Sochaux","France","Loan"
"02/07","Espagne","Rafa Navarro","out","Alavés","Spain","Sochaux","France","Loan"
"13/07","Espagne","Javier Muñoz","out","Alavés","Spain","Real Oviedo",NA,"Loan"
"20/07","Ghana","Obeng Regan","out","Alavés","Spain","Istra 1961","Croatia","Loan"
"28/07","Espagne","Sergio Llamas","out","Alavés","Spain",NA,NA,""
"31/08","Albanie","Eraldo Cinari","out","Alavés","Spain","Partizani","Albania","Free"
"10/01","Espagne","Ibai","out","Alavés","Spain","Ath. Bilbao",NA,"4 M€"
"31/01","Espagne","A.  Diéguez","out","Alavés","Spain","Huesca",NA,"Loan"
"31/01","Espagne","Rubén Sobrino","out","Alavés","Spain","Valencia CF",NA,"5 M€"
"31/01","Colombie","Daniel Torres","out","Alavés","Spain","Albacete",NA,"Loan"
"31/05","Argentine","Eduardo Berizzo","in",NA,NA,"Athletic Bilbao","Spain","manager"
"30/06","Argentine","Roberto Bonano","in",NA,NA,"Athletic Bilbao","Spain","Technical help"
"30/06","Argentine","M.  Uglessich","in","Quilmes","Argentina","Athletic Bilbao","Spain","Technical help"
"01/07","Espagne","Ander Capa","in","Eibar",NA,"Athletic Bilbao","Spain","3 M€"
"01/07","Roumanie","Cristian Ganea","in","Viitorul C","Romania","Athletic Bilbao","Spain","1 M€"
"01/07","Espagne","Dani García","in","Eibar",NA,"Athletic Bilbao","Spain","Free"
"01/07","Argentine","Carlos Kisluk","in",NA,NA,"Athletic Bilbao","Spain","goalkeeping coach"
"01/07","Espagne","A.  Remiro","in","Huesca",NA,"Athletic Bilbao","Spain","Return from loan"
"01/07","Espagne","Unai Lopez","in","Rayo",NA,"Athletic Bilbao","Spain","Return from loan"
"02/07","Espagne","Yuri Berchiche","in","Paris S-G","France","Athletic Bilbao","Spain","24 M€"
"15/08","Espagne","Simon","in","Elche",NA,"Athletic Bilbao","Spain","Return from loan"
"27/12","Espagne","Rafael Alkorta","in",NA,NA,"Athletic Bilbao","Spain","Sporting Director"
"10/01","Espagne","Ibai","in","Alavés",NA,"Athletic Bilbao","Spain","4 M€"
"31/01","Bosnie-Herzégovine","Kenan Kodro","in","Copenhague","Denmark","Athletic Bilbao","Spain","900 k€"
"21/05","Espagne","J. Á.  Ziganda","out","Athletic Bilbao","Spain",NA,NA,"manager"
"30/06","Espagne","I.  Etxeberria","out","Athletic Bilbao","Spain",NA,NA,"goalkeeping coach"
"01/07","Espagne","M.  Etxeberria","out","Athletic Bilbao","Spain","Numancia",NA,"Free"
"01/07","Espagne","Enric Saborit","out","Athletic Bilbao","Spain","Mac. Tel-Aviv","Israel","Free"
"01/07","Espagne","Kike Sola","out","Athletic Bilbao","Spain",NA,NA,""
"04/07","Espagne","Mikel Vesga","out","Athletic Bilbao","Spain","Leganés",NA,"Loan"
"12/07","Espagne","Iker Bilbao","out","Athletic Bilbao","Spain","Amorebieta",NA,"Free"
"24/07","Espagne","Xabier Etxeita","out","Athletic Bilbao","Spain","Huesca",NA,"Loan"
"08/08","Espagne","Arrizabalaga","out","Athletic Bilbao","Spain","Chelsea","England","80 M€"
"31/08","Espagne","Sabin","out","Athletic Bilbao","Spain","Leganés",NA,"Loan"
"04/12","Argentine","Eduardo Berizzo","out","Athletic Bilbao","Spain",NA,NA,"manager"
"27/12","Espagne","Amorrortu","out","Athletic Bilbao","Spain",NA,NA,"Sporting Director"
"27/12","Espagne","Josu Urrutia","out","Athletic Bilbao","Spain",NA,NA,"chairman"
"09/01","Roumanie","Cristian Ganea","out","Athletic Bilbao","Spain","Numancia",NA,"Loan"
"19/06","France","Thomas Lemar","in","Monaco","France","Atlético Madrid","Spain","65 M€"
"30/06","Argentine","Nelson Vivas","in",NA,NA,"Atlético Madrid","Spain","assistant manager"
"01/07","Espagne","Rodri","in","Villarreal",NA,"Atlético Madrid","Spain","25 M€"
"05/07","Espagne","Antonio Adán","in","Real Betis",NA,"Atlético Madrid","Spain","1 M€"
"25/07","Portugal","Gelson Martins","in",NA,NA,"Atlético Madrid","Spain","22.5 M€"
"31/07","Colombie","Santiago Arias","in","PSV","Netherlands","Atlético Madrid","Spain","11 M€"
"09/08","Croatie","Nikola Kalinic","in","AC Milan","Italy","Atlético Madrid","Spain","15 M€"
"28/01","Espagne","Álvaro Morata","in","Chelsea","England","Atlético Madrid","Spain","Loan"
"06/06","Espagne","Díaz Infante","out","Atlético Madrid","Spain","Ludogorets","Bulgaria","fitness coach"
"09/06","Espagne","J. L.  Caminero","out","Atlético Madrid","Spain","Málaga",NA,"Sporting Director"
"01/07","Espagne","Fernando Torres","out","Atlético Madrid","Spain","Sagan Tosu","Japan","Free"
"02/07","Espagne","Gabi","out","Atlético Madrid","Spain","Al Sadd","Qatar","Free"
"11/07","Argentine","Axel Werner","out","Atlético Madrid","Spain","Huesca",NA,"Loan"
"20/07","Sénégal","Arona Sané","out","Atlético Madrid","Spain","Istra 1961","Croatia",""
"23/07","Uruguay","E.  Velázquez","out","Atlético Madrid","Spain","Rayo",NA,"1 M€"
"25/07","Espagne","Joni","out","Atlético Madrid","Spain","Wolves","England","20.6 M€"
"31/07","Croatie","Sime Vrsaljko","out","Atlético Madrid","Spain","Inter Milan","Italy","Loan"
"01/08","Portugal","André Moreira","out","Atlético Madrid","Spain","Aston Villa","England","Loan"
"09/08","Argentine","Luciano Vietto","out","Atlético Madrid","Spain","Fulham","England","Loan"
"12/08","France","Kevin Gameiro","out","Atlético Madrid","Spain","Valencia CF",NA,"16 M€"
"27/01","Portugal","Gelson Martins","out","Atlético Madrid","Spain","Monaco","France","Loan"
"07/06","Brésil","Marcos Assunção","in","Sampaio Corrêa","Brazil","Real Betis","Spain","Sporting Director"
"30/06","Colombie","J. J.  Narvaez","in","Córdoba",NA,"Real Betis","Spain","Return from loan"
"30/06","Espagne","Pau López","in","Espanyol",NA,"Real Betis","Spain","Free"
"01/07","Espagne","Álex Alegría","in","Levante",NA,"Real Betis","Spain","Return from loan"
"01/07","Serbie","Darko Brasanac","in","Leganés",NA,"Real Betis","Spain","Return from loan"
"01/07","Japon","Takashi Inui","in","Eibar",NA,"Real Betis","Spain","Free"
"01/07","Roumanie","Alin Tosca","in","Benevento","Italy","Real Betis","Spain","Return from loan"
"03/07","Espagne","Sergio Canales","in","R. Sociedad",NA,"Real Betis","Spain","Free"
"05/07","Espagne","Joel","in",NA,NA,"Real Betis","Spain","Free"
"13/07","Portugal","William Carvalho","in","Sporting CP","Portugal","Real Betis","Spain","20 M€"
"02/08","Brésil","Sidnei","in","Depor",NA,"Real Betis","Spain","4.5 M€"
"31/08","Argentine","G.  Lo Celso","in","Paris S-G","France","Real Betis","Spain","25 M€"
"10/01","Mexique","Diego Lainez","in","América","Mexico","Real Betis","Spain","15 M€"
"29/01","Espagne","Jesé","in","Paris S-G","France","Real Betis","Spain","Loan"
"01/02","Brésil","Emerson Leite","in","Barça",NA,"Real Betis","Spain","Loan"
"22/06","Danemark","Riza Durmisi","out","Real Betis","Spain","Lazio","Italy","6.5 M€"
"30/06","Espagne","Dani Giménez","out","Real Betis","Spain","Depor",NA,"Free"
"30/06","Espagne","Rafa Navarro","out","Real Betis","Spain","Alavés",NA,"Free"
"01/07","Espagne","Jordi Amat","out","Real Betis","Spain","Swansea","Wales","Return from loan"
"01/07","Costa Rica","Joël Campbell","out","Real Betis","Spain",NA,NA,""
"05/07","Espagne","Antonio Adán","out","Real Betis","Spain","Atlético",NA,"1 M€"
"05/07","Espagne","Fabián Ruiz","out","Real Betis","Spain","Napoli","Italy","30 M€"
"11/07","Espagne","Redru","out","Real Betis","Spain","Elche",NA,"Loan"
"13/07","Espagne","Rubén Castro","out","Real Betis","Spain","Las Palmas",NA,"Free"
"09/08","Espagne","V.  Camarasa","out","Real Betis","Spain","Cardiff","Wales","Loan"
"24/08","Roumanie","Alin Tosca","out","Real Betis","Spain","PAOK FC","Greece","Loan"
"31/08","Espagne","Álex Alegría","out","Real Betis","Spain","Rayo",NA,"Loan"
"31/08","Serbie","Darko Brasanac","out","Real Betis","Spain","Alavés",NA,"Loan"
"31/08","Colombie","J. J.  Narvaez","out","Real Betis","Spain","Almería",NA,"Loan"
"24/01","Japon","Takashi Inui","out","Real Betis","Spain","Alavés",NA,"Loan"
"25/01","Paraguay","A.  Sanabria","out","Real Betis","Spain","Genoa","Italy","Loan"
"31/01","Algérie","Ryad Boudebouz","out","Real Betis","Spain","Celta Vigo",NA,"Loan"
"14/06","Mexique","Nestor Araujo","in","Santos Laguna","Mexico","Celta Vigo","Spain","7 M€"
"15/06","Turquie","Yokuslu Okay","in","Trabzonspor","Turkey","Celta Vigo","Spain","6 M€"
"30/06","Espagne","David Juncà","in","Eibar",NA,"Celta Vigo","Spain","Free"
"30/06","Argentine","Antonio Mohamed","in",NA,NA,"Celta Vigo","Spain","manager"
"01/07","Guadeloupe","Claudio Beauvue","in","Leganés",NA,"Celta Vigo","Spain","Return from loan"
"01/07","Espagne","David Costas","in","Barcelona B",NA,"Celta Vigo","Spain","Return from loan"
"01/07","Danemark","A.  Hjulsager","in","Granada CF",NA,"Celta Vigo","Spain","Return from loan"
"20/07","Maroc","Sofiane Boufal","in","Southampton","England","Celta Vigo","Spain","Loan"
"01/08","Espagne","Fran Beltrán","in","Rayo",NA,"Celta Vigo","Spain","8 M€"
"08/08","Danemark","Mathias Jensen","in","Nordsjaelland","Denmark","Celta Vigo","Spain","5 M€"
"13/08","Paraguay","Junior Alonso","in","Lille","France","Celta Vigo","Spain","Loan"
"12/11","Portugal","Miguel Cardoso","in",NA,NA,"Celta Vigo","Spain","manager"
"22/01","Pays-Bas","Wesley Hoedt","in","Southampton","England","Celta Vigo","Spain","Loan"
"31/01","Algérie","Ryad Boudebouz","in","Real Betis",NA,"Celta Vigo","Spain","Loan"
"31/01","Uruguay","Lucas Olaza","in","Boca Juniors","Argentina","Celta Vigo","Spain","Loan"
"04/03","Espagne","Fran Escribá","in",NA,NA,"Celta Vigo","Spain","manager"
"20/05","Espagne","J. C.  Unzué","out","Celta Vigo","Spain",NA,NA,"manager"
"01/07","Argentine","Lucas Boyé","out","Celta Vigo","Spain","Torino","Italy","Return from loan"
"01/07","Espagne","Álvaro Lemos","out","Celta Vigo","Spain","Las Palmas",NA,"300 k€"
"04/07","Belgique","Theo Bongonda","out","Celta Vigo","Spain","Zulte-Waregem","Belgium","1.6 M€"
"04/07","Chili","P.  Hernández","out","Celta Vigo","Spain","Indep.","Argentina","1.4 M€"
"09/07","Espagne","Borja Iglesias","out","Celta Vigo","Spain","Espanyol",NA,"10 M€"
"09/07","Danemark","Daniel Wass","out","Celta Vigo","Spain","Valencia CF",NA,"6 M€"
"24/07","Espagne","Joni","out","Celta Vigo","Spain","Atlético",NA,"6.7 M€"
"25/07","Espagne","Sergi Gomez","out","Celta Vigo","Spain","Sevilla FC",NA,"5 M€"
"07/08","Espagne","Andreu Fontàs","out","Celta Vigo","Spain",NA,NA,"Free"
"30/08","Guadeloupe","Claudio Beauvue","out","Celta Vigo","Spain","Caen","France","Loan"
"12/11","Espagne","Mario Bermejo","out","Celta Vigo","Spain",NA,NA,"membre du staff"
"12/11","Argentine","Antonio Mohamed","out","Celta Vigo","Spain",NA,NA,"manager"
"06/01","Paraguay","Junior Alonso","out","Celta Vigo","Spain","Boca Juniors","Argentina","Loan"
"28/01","Slovaquie","Robert Mazan","out","Celta Vigo","Spain","Venezia","Italy","Loan"
"31/01","Allemagne","Dennis Eckert","out","Celta Vigo","Spain","Excelsior","Netherlands","Loan"
"31/01","Argentine","F.  Roncaglia","out","Celta Vigo","Spain","Valencia CF",NA,"Loan"
"04/03","Portugal","Miguel Cardoso","out","Celta Vigo","Spain",NA,NA,"manager"
"30/06","Espagne","Jordi Calavera","in","Sporting",NA,"Eibar","Spain","Return from loan"
"30/06","Espagne","Pere Milla","in","Numancia",NA,"Eibar","Spain","Return from loan"
"01/07","Portugal","Bébé","in","Rayo",NA,"Eibar","Spain","Return from loan"
"01/07","Espagne","A.  Gálvez","in","Las Palmas",NA,"Eibar","Spain","Return from loan"
"01/07","Espagne","Pablo Hervías","in","Valladolid",NA,"Eibar","Spain","Return from loan"
"19/07","Espagne","Marc Cardona","in","Barcelona B",NA,"Eibar","Spain","Loan"
"26/07","Espagne","Sergio Álvarez","in","Sporting",NA,"Eibar","Spain","4 M€"
"31/07","Espagne","Pedro Bigas","in","Las Palmas",NA,"Eibar","Spain","3 M€"
"30/08","Argentine","Pablo de Blasis","in","Mainz","Germany","Eibar","Spain","2 M€"
"31/08","Espagne","Marc Cucurella","in","Barcelona B",NA,"Eibar","Spain","2 M€"
"19/01","Espagne","Sergio Ríos","in","Langreo",NA,"Eibar","Spain",""
"20/06","Espagne","Julen Azkue","out","Eibar","Spain","Guecho",NA,""
"30/06","Japon","Takashi Inui","out","Eibar","Spain","Real Betis",NA,"Free"
"30/06","Espagne","David Juncà","out","Eibar","Spain","Celta Vigo",NA,"Free"
"30/06","Espagne","David Lombán","out","Eibar","Spain",NA,NA,"Free"
"01/07","Espagne","Ander Capa","out","Eibar","Spain","Ath. Bilbao",NA,"3 M€"
"01/07","Espagne","Dani García","out","Eibar","Spain","Ath. Bilbao",NA,"Free"
"01/07","Serbie","V.  Jovanovic","out","Eibar","Spain","Bordeaux","France","Return from loan"
"01/07","Espagne","Xesc  Regis","out","Eibar","Spain","CD Vitoria",NA,""
"01/07","Espagne","Fran Rico","out","Eibar","Spain","Granada CF",NA,"Return from loan"
"02/07","Espagne","Julen Lopez","out","Eibar","Spain","CD Vitoria",NA,"Free"
"06/07","Espagne","I.  Sarriegui","out","Eibar","Spain","East Riffa","Bahrain","Free"
"07/07","Espagne","Quique Pina","out","Eibar","Spain","CD Vitoria",NA,"Loan"
"26/07","Espagne","Iván Alejo","out","Eibar","Spain","Getafe",NA,"4 M€"
"30/07","Espagne","José Martínez","out","Eibar","Spain","Granada CF",NA,"Loan"
"31/07","Espagne","Cristian Rivera","out","Eibar","Spain","Las Palmas",NA,""
"06/08","Espagne","Nano","out","Eibar","Spain","Tenerife",NA,"Loan"
"15/08","Espagne","Unai Elgezabal","out","Eibar","Spain","Alcorcón",NA,"Loan"
"30/08","Espagne","A.  Gálvez","out","Eibar","Spain",NA,NA,"Free"
"30/08","Espagne","Yoel","out","Eibar","Spain","Valladolid",NA,"Loan"
"31/08","Portugal","Bébé","out","Eibar","Spain","Rayo",NA,"Loan"
"20/01","Espagne","Sergio Ríos","out","Eibar","Spain","CD Vitoria",NA,"Loan"
"23/01","Espagne","Pablo Hervías","out","Eibar","Spain","Valladolid",NA,"1 M€"
"03/06","Espagne","Rubí","in","Huesca",NA,"Espanyol","Spain","manager"
"01/07","Espagne","Xabi Gil","in","Huesca",NA,"Espanyol","Spain","fitness coach"
"01/07","Paraguay","Hernán Pérez","in","Alavés",NA,"Espanyol","Spain","Return from loan"
"01/07","Espagne","Roberto","in","Málaga",NA,"Espanyol","Spain","Return from loan"
"01/07","Espagne","Sergio Sánchez","in","Rubin Kazan","Russia","Espanyol","Spain","Free"
"01/07","Espagne","Jaume Torras","in","Huesca",NA,"Espanyol","Spain","assistant manager"
"01/07","Espagne","Á.  Vázquez","in","Nastic",NA,"Espanyol","Spain","Return from loan"
"09/07","Espagne","Borja Iglesias","in","Celta Vigo",NA,"Espanyol","Spain","10 M€"
"09/07","Espagne","Rufete","in","Ibiza-Eivissa",NA,"Espanyol","Spain","Sporting Director"
"30/08","Venezuela","Roberto Rosales","in","Málaga",NA,"Espanyol","Spain","Loan"
"28/01","Chine","Lei Wu","in","SIPG","China","Espanyol","Spain",""
