"TDate","Nat","Name","InOut","ClubFrom","DivFrom","ClubTo","DivTo","Amount"
"31/01","Argentine","F.  Ferreyra","in","Benfica","Portugal","Espanyol","Spain","Loan"
"31/01","Guinée-Bissau","Alfa Semedo","in","Benfica","Portugal","Espanyol","Spain",""
"20/04","Espagne","Jordi Lardín","out","Espanyol","Spain",NA,NA,"Sporting Director"
"20/04","Espagne","Sánchez Flores","out","Espanyol","Spain",NA,NA,"manager"
"12/06","Espagne","Gerard Moreno","out","Espanyol","Spain","Villarreal",NA,"20 M€"
"21/06","Espagne","J. M.  Jurado","out","Espanyol","Spain","Al Ahli","Saudi Arabia","Free"
"30/06","Espagne","Pau López","out","Espanyol","Spain","Real Betis",NA,"Free"
"30/06","Espagne","Sergio Sánchez","out","Espanyol","Spain","Rubin Kazan","Russia","Return from loan"
"01/07","Espagne","Marc Navarro","out","Espanyol","Spain","Watford","England","2 M€"
"01/07","Colombie","Carlos Sánchez","out","Espanyol","Spain","Fiorentina","Italy","Return from loan"
"05/08","Espagne","Aarón Martín","out","Espanyol","Spain","Mainz","Germany","10 M€"
"23/08","Espagne","Á.  Vázquez","out","Espanyol","Spain","Saragosse",NA,"Loan"
"31/08","Espagne","Sergio Sánchez","out","Espanyol","Spain",NA,NA,"Free"
"02/01","Espagne","Pipa","out","Espanyol","Spain","Nastic",NA,"Loan"
"31/01","Brésil","Leo Baptistão","out","Espanyol","Spain","Wuhan Zall","China","6 M€"
"30/06","Brésil","Rafinha","in","Inter Milan","Italy","FC Barcelona","Spain","Return from loan"
"01/07","Espagne","M.  El Haddadi","in","Alavés",NA,"FC Barcelona","Spain","Return from loan"
"09/07","Brésil","Arthur","in","Grêmio","Brazil","FC Barcelona","Spain","31 M€"
"12/07","France","C.  Lenglet","in","Sevilla FC",NA,"FC Barcelona","Spain","35.9 M€"
"24/07","Brésil","Malcom","in","Bordeaux","France","FC Barcelona","Spain","41 M€"
"03/08","Chili","Arturo Vidal","in","Bayern","Germany","FC Barcelona","Spain","18 M€"
"01/01","Colombie","Jeison Murillo","in","Valencia CF",NA,"FC Barcelona","Spain","Loan"
"21/01","Ghana","K.-P. Boateng","in","Sassuolo","Italy","FC Barcelona","Spain","Loan"
"31/01","Brésil","Emerson Leite","in","Atlético MG","Brazil","FC Barcelona","Spain","12 M€"
"31/01","France","J.-C. Todibo","in","TFC B","France","FC Barcelona","Spain","Free"
"24/05","Espagne","Andrés Iniesta","out","FC Barcelona","Spain","Vissel Kobe","Japan",""
"30/06","Espagne","Robert","out","FC Barcelona","Spain",NA,NA,"Sporting Director"
"08/07","Brésil","Paulinho","out","FC Barcelona","Spain","Guangzhou","China","47.5 M€"
"16/07","Espagne","Joan Vilà","out","FC Barcelona","Spain",NA,NA,"membre du staff"
"23/07","Brésil","Douglas","out","FC Barcelona","Spain","Sivasspor","Turkey","Loan"
"01/08","France","Lucas Digne","out","FC Barcelona","Spain","Everton","England","20.2 M€"
"04/08","Espagne","Aleix Vidal","out","FC Barcelona","Spain","Sevilla FC",NA,"8.5 M€"
"09/08","Portugal","André Gomes","out","FC Barcelona","Spain","Everton","England","25 M€"
"09/08","Colombie","Yerry Mina","out","FC Barcelona","Spain","Everton","England","30.3 M€"
"16/08","Brésil","Marlon","out","FC Barcelona","Spain","Sassuolo","Italy","6 M€"
"28/08","Espagne","Paco Alcácer","out","FC Barcelona","Spain","Dortmund","Germany","23 M€"
"11/01","Espagne","M.  El Haddadi","out","FC Barcelona","Spain","Sevilla FC",NA,"3 M€"
"31/01","Espagne","Denis Suárez","out","FC Barcelona","Spain","Arsenal","England","Loan"
"01/02","Brésil","Emerson Leite","out","FC Barcelona","Spain","Real Betis",NA,"Loan"
"04/03","Espagne","Sergi Samper","out","FC Barcelona","Spain","Vissel Kobe","Japan","Free"
"28/05","Espagne","Pablo Machín","in","Girona",NA,"Sevilla FC","Spain","manager"
"30/06","Espagne","Borja Lasso","in","Osasuna",NA,"Sevilla FC","Spain","Return from loan"
"01/07","Cameroun","Ibrahim Amadou","in","Lille","France","Sevilla FC","Spain","15 M€"
"01/07","Espagne","Jordi Balcells","in","Girona",NA,"Sevilla FC","Spain","fitness coach"
"01/07","Espagne","Jordi Guerrero","in","Girona",NA,"Sevilla FC","Spain","assistant manager"
"01/07","Espagne","Roque Mesa","in","Swansea","Wales","Sevilla FC","Spain","7.2 M€"
"04/07","République tchèque","Tomas Vaclik","in","FC Basel","Switzerland","Sevilla FC","Spain","7 M€"
"25/07","Espagne","Sergi Gomez","in","Celta Vigo",NA,"Sevilla FC","Spain","5 M€"
"26/07","France","Joris Gnagnon","in","Rennes","France","Sevilla FC","Spain","15 M€"
"04/08","Espagne","Aleix Vidal","in","Barça",NA,"Sevilla FC","Spain","8.5 M€"
"11/08","Portugal","André Silva","in","AC Milan","Italy","Sevilla FC","Spain","Loan"
"20/08","France","Maxime Gonalons","in","AS Roma","Italy","Sevilla FC","Spain","Loan"
"31/08","Pays-Bas","Quincy Promes","in","Spartak","Russia","Sevilla FC","Spain","21 M€"
"12/12","Brésil","Ganso","in","Amiens","France","Sevilla FC","Spain","Return from loan"
"11/01","Espagne","M.  El Haddadi","in","Barça",NA,"Sevilla FC","Spain","3 M€"
"11/01","Autriche","M.  Wöber","in","Ajax","Netherlands","Sevilla FC","Spain","10.5 M€"
"29/01","Croatie","Marko Rog","in","Napoli","Italy","Sevilla FC","Spain","Loan"
"17/03","Espagne","Monchi","in",NA,NA,"Sevilla FC","Spain","Sporting Director"
"16/05","Espagne","F.  Navarro","in",NA,NA,"Sevilla FC","Spain","membre du directoire"
"28/04","Italie","V.  Montella","out","Sevilla FC","Spain",NA,NA,"manager"
"08/06","Argentine","Guido Pizarro","out","Sevilla FC","Spain","Tigres UANL","Mexico","8.7 M€"
"30/06","Mexique","Miguel Layún","out","Sevilla FC","Spain","FC Porto","Portugal","Return from loan"
"30/06","Italie","Enzo Maresca","out","Sevilla FC","Spain","West Ham","England","membre du directoire"
"30/06","Espagne","Roque Mesa","out","Sevilla FC","Spain","Swansea","Wales","Return from loan"
"01/07","France","Lionel Carole","out","Sevilla FC","Spain","Galatasaray","Turkey","Return from loan"
"01/07","Allemagne","Johannes Geis","out","Sevilla FC","Spain","Schalke 04","Germany","Return from loan"
"01/07","Espagne","Sandro","out","Sevilla FC","Spain","Everton","England","Return from loan"
"12/07","France","C.  Lenglet","out","Sevilla FC","Spain","Barça",NA,"35.9 M€"
"13/07","Espagne","David Soria","out","Sevilla FC","Spain","Getafe",NA,"3 M€"
"28/07","Espagne","Juan Muñoz","out","Sevilla FC","Spain","Alcorcón",NA,"Free"
"31/07","Argentine","Joaquin Correa","out","Sevilla FC","Spain","Lazio","Italy","15 M€"
"09/08","Espagne","Sergio Rico","out","Sevilla FC","Spain","Fulham","England","Loan"
"14/08","France","Steven N'Zonzi","out","Sevilla FC","Spain","AS Roma","Italy","30 M€"
"17/08","France","S.  Corchia","out","Sevilla FC","Spain","Benfica","Portugal","Loan"
"24/08","Argentine","Nicolás Pareja","out","Sevilla FC","Spain",NA,NA,"Free"
"31/08","Brésil","Ganso","out","Sevilla FC","Spain","Amiens","France","Loan"
"09/09","Espagne","Óscar Arias","out","Sevilla FC","Spain","Cádiz",NA,"membre du directoire"
"01/01","Colombie","Luis Muriel","out","Sevilla FC","Spain","Fiorentina","Italy","Loan"
"11/01","Espagne","Borja Lasso","out","Sevilla FC","Spain","Tenerife",NA,""
"31/01","Brésil","Ganso","out","Sevilla FC","Spain","Fluminense","Brazil","Free"
"15/03","Espagne","Pablo Machín","out","Sevilla FC","Spain",NA,NA,"manager"
"28/06","France","M.  Diakhaby","in","Lyon","France","Valencia CF","Spain","15 M€"
"30/06","Espagne","Nacho Gil","in","Las Palmas",NA,"Valencia CF","Spain","Return from loan"
"09/07","Danemark","Daniel Wass","in","Celta Vigo",NA,"Valencia CF","Spain","6 M€"
"23/07","Italie","C.  Piccini","in","Sporting CP","Portugal","Valencia CF","Spain","8 M€"
"10/08","Belgique","Michy Batshuayi","in","Chelsea","England","Valencia CF","Spain","Loan"
"12/08","France","Kevin Gameiro","in","Atlético",NA,"Valencia CF","Spain","16 M€"
"14/08","Russie","Denis Cheryshev","in","Villarreal",NA,"Valencia CF","Spain","Loan"
"28/08","Portugal","Gonçalo Guedes","in","Paris S-G","France","Valencia CF","Spain","40 M€"
"01/01","Brésil","Aderlan Santos","in","Vitória","Brazil","Valencia CF","Spain","Return from loan"
"31/01","Argentine","F.  Roncaglia","in","Celta Vigo",NA,"Valencia CF","Spain","Loan"
"31/01","Espagne","Rubén Sobrino","in","Alavés",NA,"Valencia CF","Spain","5 M€"
"01/07","Portugal","Gonçalo Guedes","out","Valencia CF","Spain","Paris S-G","France","Return from loan"
"01/07","Brésil","Andreas Pereira","out","Valencia CF","Spain","Man United","England","Return from loan"
"01/07","Argentine","Luciano Vietto","out","Valencia CF","Spain","Atlético",NA,"Return from loan"
"03/07","Belgique","Zakaria Bakkali","out","Valencia CF","Spain","Anderlecht","Belgium","1 M€"
"11/07","Portugal","Nani","out","Valencia CF","Spain","Sporting CP","Portugal","Free"
"12/07","Serbie","N.  Maksimovic","out","Valencia CF","Spain","Getafe",NA,"5.5 M€"
"13/07","Espagne","Nacho Vidal","out","Valencia CF","Spain","Osasuna",NA,"Free"
"09/08","Espagne","Martín Montoya","out","Valencia CF","Spain","Brighton","England","7 M€"
"13/08","Espagne","Álvaro Medrán","out","Valencia CF","Spain","Rayo",NA,"Loan"
"17/08","Italie","Simone Zaza","out","Valencia CF","Spain","Torino","Italy","12 M€"
"10/09","Espagne","Nacho Gil","out","Valencia CF","Spain","Elche",NA,"Loan"
"01/01","Colombie","Jeison Murillo","out","Valencia CF","Spain","Barça",NA,"Loan"
"10/01","Belgique","Michy Batshuayi","out","Valencia CF","Spain","Chelsea","England","Return from loan"
"24/01","Brésil","Aderlan Santos","out","Valencia CF","Spain","Al Ahli","Saudi Arabia",""
"30/01","Portugal","Ruben Vezo","out","Valencia CF","Spain","Levante",NA,"5 M€"
"17/04","Espagne","Vicente","out","Valencia CF","Spain",NA,NA,"Technical Secretary"
"08/06","Espagne","Eusebio","in",NA,NA,"Girona","Spain","manager"
"01/07","Espagne","David Bigas","in","Olot",NA,"Girona","Spain","Return from loan"
"01/07","Colombie","Johan Mojica","in","Rayo",NA,"Girona","Spain","5 M€"
"01/07","Espagne","Eric Montes","in","Barcelona U-19",NA,"Girona","Spain","Free"
"01/07","Espagne","Marc Muniesa","in","Stoke City","England","Girona","Spain","5 M€"
"01/07","Espagne","Onésimo","in",NA,NA,"Girona","Spain","assistant manager"
"01/07","Corée du Sud","Seung-Ho Paik","in","Barcelona B",NA,"Girona","Spain",""
"01/07","Espagne","Pedro Porro","in","Girona B",NA,"Girona","Spain","Free"
"09/07","Espagne","Aleix Garcia","in","Man City","England","Girona","Spain","Loan"
"16/08","Angleterre","Patrick Roberts","in","Man City B","England","Girona","Spain","Loan"
"18/08","Espagne","Jairo Izquierdo","in","Extremadura",NA,"Girona","Spain","200 k€"
"28/08","Côte d'Ivoire","Seydou Doumbia","in","Sporting CP","Portugal","Girona","Spain","Free"
"31/08","Brésil","Douglas Luiz","in","Man City","England","Girona","Spain","Loan"
"21/10","Espagne","Jose Suarez","in","Barcelona B",NA,"Girona","Spain","Free"
"30/10","Congo","Yhoan Andzouana","in","Monaco","France","Girona","Spain","Free"
"30/10","Cameroun","Kévin Soni","in","Bordeaux","France","Girona","Spain","Free"
"15/01","Espagne","Raúl García","in",NA,NA,"Girona","Spain","Free"
"16/01","Uruguay","Juan Boselli","in","Defensor SC","Uruguay","Girona","Spain","Loan"
"28/05","Espagne","Pablo Machín","out","Girona","Spain","Sevilla FC",NA,"manager"
"30/06","Espagne","Aleix Garcia","out","Girona","Spain","Man City","England","Return from loan"
"30/06","Espagne","Pablo Maffeo","out","Girona","Spain","Man City","England","Return from loan"
"30/06","Colombie","Johan Mojica","out","Girona","Spain","Rayo",NA,"Return from loan"
"30/06","Espagne","Marc Muniesa","out","Girona","Spain","Stoke City","England","Return from loan"
"01/07","Espagne","Jordi Balcells","out","Girona","Spain","Sevilla FC",NA,"fitness coach"
"01/07","Espagne","Bambo Diaby","out","Girona","Spain","Sampdoria","Italy","Return from loan"
"01/07","Brésil","Douglas Luiz","out","Girona","Spain","Man City","England","Return from loan"
"01/07","Espagne","Jordi Guerrero","out","Girona","Spain","Sevilla FC",NA,"assistant manager"
"01/07","Kenya","Michael Olunga","out","Girona","Spain","Guizhou HZ","China","Return from loan"
"01/07","Uruguay","M.  Villa","out","Girona","Spain","Nacional","Uruguay","Return from loan"
"25/07","Espagne","Eloi","out","Girona","Spain","NYCFC","United States","Free"
"03/08","Espagne","Rubén Alcaraz","out","Girona","Spain","Valladolid",NA,"1 M€"
"10/08","Espagne","S.  Coris","out","Girona","Spain","Nastic",NA,"Loan"
"21/08","Espagne","David Bigas","out","Girona","Spain","Llagostera",NA,"Free"
"29/08","Espagne","Jairo Izquierdo","out","Girona","Spain","Cádiz",NA,"Loan"
"31/08","Espagne","Timor","out","Girona","Spain","Las Palmas",NA,"1.5 M€"
"17/01","Uruguay","Juan Boselli","out","Girona","Spain","Girona B",NA,"Loan"
"22/06","Espagne","Sergi Guardiola","in","Córdoba",NA,"Getafe","Spain",""
"30/06","Argentine","L.  Chichizola","in","Las Palmas",NA,"Getafe","Spain","Free"
"30/06","Espagne","Robert Ibáñez","in","Osasuna",NA,"Getafe","Spain","Return from loan"
"30/06","Espagne","Jaime Mata","in","Valladolid",NA,"Getafe","Spain","Free"
"30/06","Espagne","Rubén  Yáñez","in","Cádiz",NA,"Getafe","Spain","Return from loan"
"01/07","Mexique","Oswaldo Alanis","in","Chivas","Mexico","Getafe","Spain","Free"
"01/07","Portugal","V.  Antunes","in","Dynamo Kyiv","Ukraine","Getafe","Spain","3.5 M€"
"01/07","Uruguay","Mauro Arambarri","in","Boston River","Uruguay","Getafe","Spain","2.2 M€"
"01/07","Espagne","Markel","in","R. Sociedad",NA,"Getafe","Spain","Free"
"05/07","Uruguay","Leandro Cabrera","in","Crotone","Italy","Getafe","Spain","600 k€"
"12/07","Serbie","N.  Maksimovic","in","Valencia CF",NA,"Getafe","Spain","5.5 M€"
"13/07","Espagne","David Soria","in","Sevilla FC",NA,"Getafe","Spain","3 M€"
"26/07","Espagne","Iván Alejo","in","Eibar",NA,"Getafe","Spain","4 M€"
"04/08","Espagne","Ignasi Miquel","in","Málaga",NA,"Getafe","Spain","5 M€"
"23/08","Guadeloupe","D.  Foulquier","in","Watford","England","Getafe","Spain","Loan"
"31/08","Uruguay","S.  Cristóforo","in","Fiorentina","Italy","Getafe","Spain","Loan"
"01/01","Espagne","Samuel","in","Leeds","England","Getafe","Spain","Loan"
"26/01","Uruguay","Mathias Olivera","in","Albacete",NA,"Getafe","Spain","Return from loan"
"29/01","Congo","M.  Ndockyt","in","Mallorca",NA,"Getafe","Spain","Return from loan"
"15/04","Espagne","Martín Gonzalez","in",NA,NA,"Getafe","Spain","Sporting Director"
"08/06","Argentine","E.  Buendía","out","Getafe","Spain","Norwich","England","1.5 M€"
"08/06","Espagne","Vicente Guaita","out","Getafe","Spain","Crystal Palace","England","Free"
"30/06","Portugal","V.  Antunes","out","Getafe","Spain","Dynamo Kyiv","Ukraine","Return from loan"
"30/06","Uruguay","Mauro Arambarri","out","Getafe","Spain","Boston River","Uruguay","Return from loan"
"30/06","Espagne","Markel","out","Getafe","Spain","R. Sociedad",NA,"Return from loan"
"30/06","Espagne","S.  Pelegrín","out","Getafe","Spain",NA,NA,"assistant manager"
"01/07","Espagne","Alberto","out","Getafe","Spain","Rayo",NA,"500 k€"
"01/07","Uruguay","Leandro Cabrera","out","Getafe","Spain","Crotone","Italy","Return from loan"
"01/07","Argentine","E.  Martinez","out","Getafe","Spain","Arsenal","England","Return from loan"
"01/07","Espagne","Sergio Mora","out","Getafe","Spain",NA,NA,""
"01/07","France","Loïc Rémy","out","Getafe","Spain","Las Palmas",NA,"Return from loan"
"04/07","Espagne","José Vegar","out","Getafe","Spain","Hércules",NA,"assistant manager"
"04/07","Uruguay","Mathias Olivera","out","Getafe","Spain","Albacete",NA,"Loan"
"12/07","Espagne","F.  Molinero","out","Getafe","Spain","Sporting",NA,"Free"
"26/07","Serbie","F.  Manojlovic","out","Getafe","Spain","Panionios","Greece","Loan"
"31/07","France","Karim Yoda","out","Getafe","Spain","Reus Deportiu",NA,"Free"
"02/08","Maroc","Oulam Abou","out","Getafe","Spain","Castilla B",NA,"Free"
"03/08","Maroc","Fayçal Fajr","out","Getafe","Spain","Caen","France","2 M€"
"12/08","Espagne","Daniel Pacheco","out","Getafe","Spain","Málaga",NA,"Free"
"14/08","Espagne","Chuli","out","Getafe","Spain","Extremadura",NA,"Loan"
"20/08","Mexique","Oswaldo Alanis","out","Getafe","Spain",NA,NA,"Free"
"22/08","Espagne","Á.  Jiménez","out","Getafe","Spain","Sporting",NA,"Loan"
"23/08","Congo","M.  Ndockyt","out","Getafe","Spain","Mallorca",NA,"Loan"
"25/01","Espagne","Sergi Guardiola","out","Getafe","Spain","Valladolid",NA,"5 M€"
"28/01","Espagne","Robert Ibáñez","out","Getafe","Spain","Osasuna",NA,"Loan"
"31/01","Espagne","Iván Alejo","out","Getafe","Spain","Málaga",NA,"Loan"
"31/01","Congo","M.  Ndockyt","out","Getafe","Spain","Barcelona B",NA,"Loan"
"15/06","Portugal","Luisinho","in","Depor",NA,"Huesca","Spain","Free"
"30/06","Espagne","Jorge Miramón","in","Reus Deportiu",NA,"Huesca","Spain","Free"
"01/07","Argentine","E.  Basigalup","in","Xamax","Switzerland","Huesca","Spain","assistant manager"
"01/07","Espagne","Pablo Orbaiz","in","Egües",NA,"Huesca","Spain","Technical help"
"05/07","Italie","Samuele Longo","in","Inter Milan","Italy","Huesca","Spain","Loan"
"11/07","Argentine","Axel Werner","in","Atlético",NA,"Huesca","Spain","Loan"
"14/07","Argentine","Damián Musto","in","Tijuana","Mexico","Huesca","Spain","Loan"
"19/07","Portugal","Ruben Semedo","in","Villarreal",NA,"Huesca","Spain","Loan"
"20/07","Espagne","Pablo Insua","in","Schalke 04","Germany","Huesca","Spain","Loan"
"24/07","Espagne","Xabier Etxeita","in","Ath. Bilbao",NA,"Huesca","Spain","Loan"
"07/08","Turquie","Serdar Gurler","in","Osmanlispor","Turkey","Huesca","Spain","2.5 M€"
"28/08","Serbie","A.  Jovanovic","in","Aarhus GF","Denmark","Huesca","Spain",""
"10/10","Espagne","Francisco","in",NA,NA,"Huesca","Spain","manager"
"25/10","Espagne","Cristian Rivera","in","Las Palmas",NA,"Huesca","Spain","Loan"
"15/01","Venezuela","Yangel Herrera","in","Man City B","England","Huesca","Spain","Loan"
"16/01","Espagne","Enric Gallego","in","Extremadura",NA,"Huesca","Spain","3 M€"
"30/01","Espagne","Javi Galán","in","Córdoba",NA,"Huesca","Spain",""
"31/01","Venezuela","J. P.  Añor","in","Málaga",NA,"Huesca","Spain","Loan"
"31/01","Espagne","A.  Diéguez","in","Alavés",NA,"Huesca","Spain","Loan"
"19/02","Espagne","Javi Varas","in",NA,NA,"Huesca","Spain","Free"
"12/03","Argentine","M.  Mantovani","in","Las Palmas",NA,"Huesca","Spain","Loan"
"30/04","Espagne","Rubén Martín","in","New England","United States","Huesca","Spain","Sporting Director"
